Target gene (OFFICIAL_GENE_NAME)	TF (OFFICIAL_TF_CODING_GENE_NAME)	REFERENCES	SPECIES	ACCESSION #S
PECAM1	TFAP2A	TRED	Homo sapiens	
PENK	TFAP2A	NfiRegulomeDB	Homo sapiens	
PGDS	TFAP2A	TRED	Homo sapiens	
PIM1	TFAP2A	TRED	Homo sapiens	
PLAT	TFAP2A	TRED	Homo sapiens	
PLAUR	TFAP2A	pazar	Homo sapiens	
POLA1	TFAP2A	TRED	Homo sapiens	
POLD2	TFAP2A	TRED	Homo sapiens	
POMC	TFAP2A	TRED	Mus musculus	
PRPH	TFAP2A	TRED	Mus musculus	
PTGDS	TFAP2A	TRED	Homo sapiens	
PTGS2	TFAP2A	TRED	Homo sapiens	
RGL3	TFAP2A	TRED	Homo sapiens	
RGN	TFAP2A	TRED	Mus musculus	
S100B	TFAP2A	NfiRegulomeDB	Homo sapiens;	;
SCD	TFAP2A	TRED	Mus musculus	
SLC19A1	TFAP2A	TRED	Homo sapiens	
SMPD1	TFAP2A	TRED	Homo sapiens	
SPHK1	TFAP2A	TRED	Homo sapiens	
SPRY2	TFAP2A	TRED	Homo sapiens	
SYN2	TFAP2A	TRED	Homo sapiens	
SYT1	TFAP2A	TRED	Homo sapiens	
TAC1	TFAP2A	pazar	Rattus norvegicus	
TAF7	TFAP2A	TRED	Homo sapiens	
TALDO1	TFAP2A	TRED	Homo sapiens	
TFAP2A	TFAP2A	NfiRegulomeDB	Mus musculus;	;
TGFA	TFAP2A	TRED	Homo sapiens	
TH	TFAP2A	Pazar	Rattus norvegicus	pazar_pleiades_20100814
TIMP1	TFAP2A	TRED	Homo sapiens	
TIMP2	TFAP2A	TRED	Homo sapiens	
TNPO1	TFAP2A	TRED	Homo sapiens	
VEGFA	TFAP2A	TRED	Mus musculus	
VHL	TFAP2A	TRED	Homo sapiens	
DRD1	TFAP2B	pazar	Homo sapiens	
IRAK2	TFAP2B	TRED	Homo sapiens	
PLAUR	TFAP2B	pazar	Homo sapiens	
ADAR	TFAP2C	TRED	Mus musculus	
CSTA	TFAP2C	TRED	Homo sapiens	
ESR1	TFAP2C	TRED	Homo sapiens	
PLAUR	TFAP2C	pazar	Homo sapiens	
PENK	TFAP4	NfiRegulomeDB	Homo sapiens;	;
RPE65	TFAP4	NfiRegulomeDB	Mus musculus;	;
CAV1	TFDP1	TRED	Homo sapiens	
DRD1	TGIF1	pazar	Homo sapiens	
E2F1	THRA	Pubmed	Homo sapiens	;12511608
EGFR	THRA	pazar	Homo sapiens	
MYH6	THRA	pazar	Rattus norvegicus	
PCP2	THRA	Pazar	Mus musculus;Mus musculus;;;;	pazar_pleiades_20100814
TRH	THRA	pazar	Rattus norvegicus	
E2F1	THRB	Pubmed	Homo sapiens	;12511608
MLXIPL	THRB	Pubmed	Mus musculus; Homo sapiens	;19324998
MYH6	THRB	pazar	Rattus norvegicus	
SREBF1	THRB	Pubmed	Mus musculus	;16794015
TRH	THRB	pazar	Mus musculus	
ABCB1B	TP53	TRED	Mus musculus	
ABCB1	TP53	pazar	Homo sapiens;	pazar_ABS;
ABCC1	TP53	pazar	Homo sapiens;	pazar_ABS;
ABCC2	TP53	pazar	Homo sapiens;	pazar_ABS;
ABCC3	TP53	pazar	Homo sapiens;	pazar_ABS;
ABCC4	TP53	pazar	Homo sapiens;	pazar_ABS;
ADARB1	TP53	pazar	Homo sapiens	
AFP	TP53	pazar	Homo sapiens;	pazar_ABS;
AIFM2	TP53	Pubmed	Homo sapiens;	;12135761
AKT1	TP53	TRED	Homo sapiens	
ANTXR1	TP53	TRED	Homo sapiens	
APAF1	TP53	Pubmed	Homo sapiens;? ; Mus musculus	;11389439; 18951482
APAF1	TP53	Pubmed	Homo sapiens;? ; Mus musculus	;11389439; 18951482
APCS	TP53	Pubmed	Homo sapiens;	;15378026
APEX1	TP53	TRED	Rattus norvegicus	
AQP1	TP53	TRED	Homo sapiens	
AQP3	TP53	TRED	Mus musculus	
ARHGEF7	TP53	pazar	Homo sapiens	
ATR	TP53	TRED	Homo sapiens	
BAK1	TP53	Pubmed	Homo sapiens;	;10741712
BAX	TP53	pazar	Mus musculus;	pazar_ABS; pazar_peiades;
BBC3	TP53	Pubmed	Homo sapiens Mus musculus	;11463391
BCL2L1	TP53	TRED	Homo sapiens	
BCL2	TP53	pazar	Homo sapiens;	pazar_ABS;pazar_pleiades;
BCL3	TP53	Pubmed	Homo sapiens;	;12808109
BIRC5	TP53	pazar	Homo sapiens;	pazar_ABS;pazar_pleiades;
BRCA1	TP53	pazar	Homo sapiens;	pazar_ABS;pazar_pleiades;
C12ORF5	TP53	pazar	Homo sapiens;	pazar_ABS;
CABLES1	TP53	TRED	Homo sapiens	
CASP1	TP53	Pubmed	Homo sapiens;	;11278253
CASP7	TP53	Pubmed	Homo sapiens	;16918502
CAV1	TP53	Pubmed	Homo sapiens;	;10684646
CCNA1	TP53	pazar	Homo sapiens;	pazar_pleiades;
CCND1	TP53	TRED	Homo sapiens	
CCNG1	TP53	pazar	Homo sapiens;	pazar_ABS;pazar_pleiades;
CDKN1A	TP53	pazar	Homo sapiens;	pazar_ABS;pazar_pleiades;
CHEK1	TP53	Pubmed	Homo sapiens;	;11152453
CKM	TP53	trrd	Mus musculus	
CTNNB1	TP53	Pubmed	Homo sapiens;	;11564862
CX3CL1	TP53	TRED	Homo sapiens	
DCC	TP53	pazar	Homo sapiens	
DDB2	TP53	pazar	Homo sapiens;	pazar_ABS;pazar_pleiades;
DKK1	TP53	Pubmed	Homo sapiens;	;10777218
DNMT1	TP53	trrd;TRED	Homo sapiens;Mus musculus	
DUSP1	TP53	Pubmed	Homo sapiens;	;12890671
EGFR	TP53	Pubmed	Homo sapiens;	;8152794
EGR1	TP53	TRED	Homo sapiens	
EI24	TP53	pazar	Mus musculus;	pazar_pleiades;
ELF4	TP53	Pubmed	Homo sapiens	; 20805247
EOMES	TP53	pazar	Homo sapiens	
EPCAM	TP53	TRED	Homo sapiens	
EPHA2	TP53	Pubmed	Mus musculus;	;11641774
ERBB2	TP53	TRED	Homo sapiens	
EZH2	TP53	Pubmed	Homo sapiens;	;15208672
FASN	TP53	Pubmed	Mus musculus	;12734185
FAS	TP53	pazar	Homo sapiens;	pazar_ABS;
FDXR	TP53	pazar	Mus musculus;	pazar_ABS;pazar_pleiades;
GADD45A	TP53	pazar	Homo sapiens;	pazar_ABS;pazar_pleiades;
GML	TP53	Pubmed	Homo sapiens;	;10717525
GPD1	TP53	Pubmed	Mus musculus	;12734185
HIC1	TP53	Pubmed	Homo sapiens	;16301995
HRAS	TP53	Pubmed	Homo sapiens;	;9662334
HSP90AB1	TP53	Pubmed	Homo sapiens;	;15284248
IFI16	TP53	TRED	Homo sapiens	
IGFBP3	TP53	pazar	Homo sapiens;	pazar_ABS;pazar_pleiades;
